uri,cid,text,created_at,author_handle,author_did,keyword,search_query,collection_method,session_name,collected_at,lang,author_display_name,author_description,author_followers_count,author_following_count,author_posts_count,author_verified,author_created_at,author_avatar,author_banner,author_profile_fetched_at,author_account_age_days,author_posts_per_day,author_follower_following_ratio,author_influence_score,word_count,char_count,hashtag_count,mention_count,url_count,hashtags,mentions,urls,has_images,has_external_link,has_media,emotion_score,is_reply,content_analyzed_at,indexed_at,reply_count,repost_count,like_count,author_fetch_error
at://did:plc:nwwssswgav5amlweqozmmd4q/app.bsky.feed.post/3lyyez4eoyc2s,bafyreih4yo42l36yvcdaxyayqnr5lkepvquv7lvkns6ehmosr77dodoywq,Never ask a white woman why the gender pay gap really exists,2025-09-16T22:35:53.389Z,viral-protocol.bsky.social,did:plc:nwwssswgav5amlweqozmmd4q,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:10.892092+00:00,en,D,There are going to be soooooo many typos because I'm not really paying attention. ,79,113,1655,False,2023-11-07T02:07:42.395Z,https://cdn.bsky.app/img/avatar/plain/did:plc:nwwssswgav5amlweqozmmd4q/bafkreig5xr5iql72l5heigrvxjnonfceyi4ielv2ci3tvaq37ij45fp3z4@jpeg,,2025-09-18T17:19:10.891999+00:00,681,2.4302496328928047,0.6991150442477876,19.27,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:10.892084+00:00,2025-09-16T22:35:55.006Z,0.0,0.0,0.0,
at://did:plc:w4zfycmbhyk6ey2q64zm6dl3/app.bsky.feed.post/3lyyisc2l7j2t,bafyreiaw2rcwc7ogpkktk72kxytaq7dcu7ag3dgcdffjxx76vzgox4diae,"Commentary - US women narrowed the pay gap with men by having fewer kids, writes Alexandra Killewald, professor of sociology, and Nino Cricco, doctoral student in sociology for @us.theconversation.com via @alaskabeacon.com  

alaskabeacon.com/2025/09/16/u...",2025-09-16T23:43:38.365Z,alaskabeacon.com,did:plc:w4zfycmbhyk6ey2q64zm6dl3,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:10.750525+00:00,en,Alaska Beacon,"The Alaska Beacon is an independent, nonpartisan news organization focused on connecting Alaskans to their state government. 

Sign up: alaskabeacon.com/subscribe",9944,434,1583,False,2023-05-11T18:06:36.311Z,https://cdn.bsky.app/img/avatar/plain/did:plc:w4zfycmbhyk6ey2q64zm6dl3/bafkreibildyhxlvtztorfdzhgvrrxit236ukxzhfubnmvyj3uc3liw7twy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:w4zfycmbhyk6ey2q64zm6dl3/bafkreigo5u3msx2qan7ppct2d33qyws4x3hydmey4drupecua6sjaljikm@jpeg,2025-09-18T17:14:56.724738+00:00,860,1.8406976744186045,22.912442396313363,71.38,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:10.750520+00:00,2025-09-16T23:43:40.208Z,2.0,7.0,17.0,
at://did:plc:6ue3dflnkwdt3pflmo6mc5fu/app.bsky.feed.post/3lyyjqlxfpp26,bafyreibp3fbpbcpdpy7ri7nnvhhxcsiqqq5qgptlstauahidacu4x65ctu,"*𝘚𝘰𝘶𝘵𝘩 𝘒𝘰𝘳𝘦𝘢'𝘴 𝘎𝘦𝘯𝘥𝘦𝘳 𝘗𝘢𝘺 𝘎𝘢𝘱 𝘞𝘪𝘥𝘦𝘯𝘴: 𝘈 𝘊𝘳𝘪𝘵𝘪𝘤𝘢𝘭 𝘈𝘭𝘦𝘳𝘵 𝘧𝘰𝘳 𝘏𝘙*

📈 Despite global efforts, Korea's gender pay gap has increased to over 31%, one of the highest in the OECD. Key drivers include vertical segregation (the glass ceiling), motherhood career penalties, and a lack of flexible work policies.",2025-09-17T00:00:35.921Z,hrsingapore.bsky.social,did:plc:6ue3dflnkwdt3pflmo6mc5fu,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:10.750456+00:00,en,HRSINGAPORE,"HRSINGAPORE is the first, free Human Resource(HR) Community Forum or Network in Singapore and organises HRLAW Seminars, HR Certification, and HR Workshops and provides HR Consultancy Services. Visit hrsingapore.org",13,2,1318,False,2024-10-03T00:08:54.508Z,https://cdn.bsky.app/img/avatar/plain/did:plc:6ue3dflnkwdt3pflmo6mc5fu/bafkreicg2oaunn4xazyzoyygspwxczndhzlpww2xklivsklbgyw4xmadkm@jpeg,,2025-09-18T17:19:10.750342+00:00,350,3.7657142857142856,6.5,11.51,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:10.750447+00:00,2025-09-17T00:00:36.609Z,0.0,0.0,0.0,
at://did:plc:6ptn4k5fjaedyunxycisqnkk/app.bsky.feed.post/3lyyr3zp2l22r,bafyreih4bikoadzlpbyn36ye2bf5et6rbmspmcxk7vil6y553qlwggdari,"US women narrowed the pay gap with men by having fewer kids. Two sociologists found that when the pace at which family sizes was shrinking slowed down, starting in the 1990s, progress toward closing the gender pay gap grew sluggish too. theconversationus.cmail20.com/t/r-l-tkgldk...",2025-09-17T02:12:16.149Z,pbrown4348.bsky.social,did:plc:6ptn4k5fjaedyunxycisqnkk,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:10.606786+00:00,en,Paul Brown,"climate,extinction,oligarchy. free DeadPlanetNews at pbrown4348@gmail.com.  Books: Notes from a Dying Planet,Notes from a Dead Planet,Birth of Adam. NO DMs, lists",1286,1334,8472,False,2024-11-23T00:12:49.445Z,https://cdn.bsky.app/img/avatar/plain/did:plc:6ptn4k5fjaedyunxycisqnkk/bafkreidf7uaogdfcwkqwz3leqr756sdjrcel6hz6kqywf5jvaxn4imuhpm@jpeg,,2025-09-18T17:19:10.606681+00:00,299,28.334448160535118,0.9640179910044977,31.85,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:10.606776+00:00,2025-09-17T02:12:16.708Z,0.0,0.0,0.0,
at://did:plc:lskbhvqr72afmlm35bj2h5s5/app.bsky.feed.post/3lyyrloidul2x,bafyreih76hf6u5alxg6mm3qloizwo7pbyw7f77iikp65kbbzcwvsm6zica,"Pope Leo said “we’re in big trouble” when it comes to the ever-widening pay gap between the rich and poor, citing Elon Musk",2025-09-17T02:21:00.498Z,gobsmacked.bsky.social,did:plc:lskbhvqr72afmlm35bj2h5s5,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:10.467952+00:00,en,gobsmacked,"Your basic Bay Area boy: flâneur, film buff, hiker, foodie, culture vulture, PhD dropout. Underemployed and over-caffeinated.

Liberté, Egalité, Flâneurité!",486,661,836,False,2023-07-20T04:01:05.214Z,https://cdn.bsky.app/img/avatar/plain/did:plc:lskbhvqr72afmlm35bj2h5s5/bafkreiam5lmpq2vtn4jlrj4eejwxnetsrwqjtgodn65qrmleigj7syxma4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:lskbhvqr72afmlm35bj2h5s5/bafkreihyezjgftxh5zc5pcs6aioihhftgjdve2jdcglhqj472svu7u6rpy@jpeg,2025-09-18T17:19:10.467817+00:00,791,1.056890012642225,0.735249621785174,29.78,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:10.467942+00:00,2025-09-17T02:21:08.705Z,0.0,0.0,0.0,
at://did:plc:55jp3ruogsxhqjan26n233vd/app.bsky.feed.post/3lyysx2eygv24,bafyreig4gz4ika74ke4wi46f5ffocx26rersjlj2k22akzyj3afsetj24e,"Pipeline vs. Choice: The Global Gender Gap in STEM Applications: Ahimbisibwe, Isaac; Altjmed, Adam; Artemov, Georgy; Barrios-Fernandez, Andres; Bizopoulou, Aspasia; Kaila, Martti; Liu, Jin-Tan; Megalokonomou, Rigissa; Montalban, Jose; Neilson, Christopher A.; Sun, Jintao; Otero, Sebastian; Ye, Xiao",2025-09-17T02:45:16.544552+00:00,repec-nep-gen.bsky.social,did:plc:55jp3ruogsxhqjan26n233vd,gender inequality,"""gender gap""",search_api,session_20250918_125053,2025-09-18T17:18:50.991148+00:00,en,NEP-GEN: Gender,"The latest working papers from RePEc. NEP report GEN (Gender)
https://nep.repec.org/",144,1,186,False,2024-12-26T19:40:18.742Z,https://cdn.bsky.app/img/avatar/plain/did:plc:55jp3ruogsxhqjan26n233vd/bafkreidnab2ryymbnji7b2rfdzd5zqw5wo2rkxzarmdjaeg5bowchdxlnu@jpeg,,2025-09-18T17:18:50.991060+00:00,265,0.7018867924528301,144.0,25.48,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:18:50.991139+00:00,2025-09-17T02:45:16.806Z,0.0,0.0,0.0,
at://did:plc:ovvjxgrodnlvtgv2zwgs53ig/app.bsky.feed.post/3lyyszz76xs2e,bafyreidcdjqihzkpbz2lehvprza6u36hr55mqh6hxe4nqqq3vljgeavjgm,Equal pay for equal play.,2025-09-17T02:46:56.004Z,dianecahill1983.bsky.social,did:plc:ovvjxgrodnlvtgv2zwgs53ig,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:32.815017+00:00,en,Diane Cahill,Blue dot in a red state. Christ follower. Larry's mom. Tired but not giving up on this experiment of self governance. Resister,977,690,373,False,2024-11-14T00:02:41.281Z,https://cdn.bsky.app/img/avatar/plain/did:plc:ovvjxgrodnlvtgv2zwgs53ig/bafkreiek5f7vtpsc33gitamfjc2xdxzdsjnnjcgbflt5xrswxcki6vhvoi@jpeg,,2025-09-18T17:19:32.814889+00:00,308,1.2110389610389611,1.4159420289855071,43.0,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:32.815007+00:00,2025-09-17T02:46:57.507Z,0.0,0.0,0.0,
at://did:plc:2dphnl3w7q7n3gfjilh5zxld/app.bsky.feed.post/3lyytvagpis2j,bafyreigfmqioyilpw7moaoxpz2qkaji5t5xxp4ufnnk4tjkfp7vnyjrhna,"This article from NPR in 2020 talks about the American Women's National Soccer team and their movement towards equal pay. This correlates to the theory of critical feminist. www.npr.org/2020/11/09/9...
#criticalfeministtheory",2025-09-17T03:02:09.557Z,bauer13.bsky.social,did:plc:2dphnl3w7q7n3gfjilh5zxld,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:32.617635+00:00,en,,,1,2,4,False,2025-09-03T01:50:31.599Z,https://cdn.bsky.app/img/avatar/plain/did:plc:2dphnl3w7q7n3gfjilh5zxld/bafkreidjndjhobnm2wd4tjs6fkxj7s3maemcfi3tkoglutdqxbmejs7v64@jpeg,,2025-09-18T17:19:32.617525+00:00,15,0.26666666666666666,0.5,4.26,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:32.617627+00:00,2025-09-17T03:02:12.108Z,0.0,0.0,1.0,
at://did:plc:idpan7zoavmxgciqqeastadx/app.bsky.feed.post/3lyyvb2cgng2t,bafyreictu7jnt2smv7jev6dv3gktgiv5g3bqiimr3s4e53gogkp2qcwnuu,"Happy Birthday to Periyar (1879–1973) 
The visionary who fought caste oppression, gender inequality & religious superstition. His Self-Respect Movement inspires us to question injustice & build a more equal world. 
Read this tribute  from last year: indianexpress.com/article/expl...",2025-09-17T03:26:39.496Z,hfhr.bsky.social,did:plc:idpan7zoavmxgciqqeastadx,gender inequality,"""gender inequality""",search_api,session_20250918_125053,2025-09-18T17:18:45.381576+00:00,en,Hindus For Human Rights,"We advocate for pluralism, civil and human rights in South Asia and North America, rooted in the values of shanti (peace), nyaya (justice) and satya (truth). ",1139,5,595,False,2023-07-05T22:01:13.928Z,https://cdn.bsky.app/img/avatar/plain/did:plc:idpan7zoavmxgciqqeastadx/bafkreiduuxvtuhuh27dmha4yqd6kl42frnanmg527s26qxs5ttbnkgbwou@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:idpan7zoavmxgciqqeastadx/bafkreic6idxiuzpy6efycjqvhjjc27mjne7d7iriabzfoscflm36owvqgu@jpeg,2025-09-18T17:18:45.381488+00:00,805,0.7391304347826086,227.8,40.14,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:18:45.381569+00:00,2025-09-17T03:26:40.209Z,0.0,0.0,2.0,
at://did:plc:o6hf54rkiurn3wmai7dr33dc/app.bsky.feed.post/3lyyxtqhjac2l,bafyreidoi254kuscipxoqqylpowfmw5hmzv3sptgc5xjsmycd6ysgzcejy,"this isn't just something that some humans do, we all are susceptible to this

if the core ideology is really big, there are even cottage industries dedicated to creating misinformation - they do the motivated reasoning for you (e.g anti evolution, gender pay gap, climate change, GMOs etc)",2025-09-17T04:12:53.898Z,katexcellence.io,did:plc:o6hf54rkiurn3wmai7dr33dc,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:10.328778+00:00,en,kat excellence 💻✨,"tdd evangelist. mindfulness enthusiast. remember: one day, we'll all be dead. live accordingly.

she/her
pdx metro
i block no-post, marketing/brand, bot, and spam accounts",96,159,696,False,2025-02-11T10:42:43.044Z,https://cdn.bsky.app/img/avatar/plain/did:plc:o6hf54rkiurn3wmai7dr33dc/bafkreihicast7wnndtomyohg7vikawe6cof5dsd7gl7axmoch6zzoxb2re@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:o6hf54rkiurn3wmai7dr33dc/bafkreicg74p2vf3i6zs4ir2uwxxot24mc2onfrpse66ln3hqrhqc6hsfpa@jpeg,2025-09-18T17:19:10.328646+00:00,219,3.1780821917808217,0.6037735849056604,20.56,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:10.328766+00:00,2025-09-17T04:12:53.249Z,1.0,0.0,1.0,
at://did:plc:eana7rvz4w2iqbdgfaz7cnfg/app.bsky.feed.post/3lyzcbehvks24,bafyreif3gh2lpe6gpds7ejnr7sewcb7rek4yah7i6hsefrb5kbn4mdjmjm,"Last chance to book for this evening’s special online seminar @ihr.bsky.social at 5.30pm BST. It will reflect on what we can learn from the history of equal pay legislation, with the help of Sally Brett and Megan Fisher. Please register below to join us. www.history.ac.uk/news-events/...",2025-09-17T07:19:28.829Z,historyandpolicy.bsky.social,did:plc:eana7rvz4w2iqbdgfaz7cnfg,gender inequality,"""equal pay""",search_api,session_20250918_125053,2025-09-18T17:19:32.433547+00:00,en,History & Policy,"We publish high-quality historical research freely accessible online and create opportunities for historians, policy makers and journalists to connect and learn from each other.",5367,3216,123,False,2023-11-08T15:34:26.886Z,https://cdn.bsky.app/img/avatar/plain/did:plc:eana7rvz4w2iqbdgfaz7cnfg/bafkreibp2m3szx2rp74yfr3diydkj4tdefgxi4lb3vnxmnk4bf6wwq4lqy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:eana7rvz4w2iqbdgfaz7cnfg/bafkreie23xuz4bvn3udxg6moqo3eitqt4xtsi6pifuflq2awaaheuqfnfa@jpeg,2025-09-18T17:19:32.433394+00:00,680,0.18088235294117647,1.6688432835820894,87.3,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:32.433538+00:00,2025-09-17T07:19:30.603Z,0.0,11.0,15.0,
at://did:plc:jxgflspyzzs54ejyjdspl2ur/app.bsky.feed.post/3lyzczoqfvk2d,bafyreihlft2gft3z66leurmix53xu2q55ypwgi5y2eep56vb6tb5mapalu,"What’s a “Task & Finish Group” and could one solve Putney’s traffic nightmare? These temporary council teams have reformed democracy, tackled health inequality & closed the sports gender gap. Time for one to investigate the junction chaos affecting thousands daily?
putney.news/2025/09/17/w...",2025-09-17T07:33:04.902Z,putneynews.bsky.social,did:plc:jxgflspyzzs54ejyjdspl2ur,gender inequality,"""gender gap""",search_api,session_20250918_125053,2025-09-18T17:18:50.803791+00:00,en,,,24,17,810,False,2025-03-16T07:10:14.123Z,https://cdn.bsky.app/img/avatar/plain/did:plc:jxgflspyzzs54ejyjdspl2ur/bafkreidcukcr3zhe2nfzty7tlcnya77ktki7raaacfgfjzogqunsf5hmiq@jpeg,,2025-09-18T16:53:01.657824+00:00,186,4.354838709677419,1.411764705882353,14.13,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:18:50.803786+00:00,2025-09-17T07:33:11.104Z,0.0,0.0,0.0,
at://did:plc:zasflnkqo4ruvklmieb2cha2/app.bsky.feed.post/3lyzhfohvx22o,bafyreibtgv2kv4wfy4bvfoievifgbnijutb2bj5dilfn6zslbevj2e7ixq,"⚖️Successful #EqualPayDay2025 event @oecd-ocde.bsky.social on Policy Options to Close the Gender Pay Gap, supported by @megaluxembourg.bsky.social & @ministryeconomylu.bsky.social 
 
Message by Minister @yurikobackes.bsky.social on necessity of global & collective approach for true equality",2025-09-17T08:51:22.231Z,lutooecdandunesco.bsky.social,did:plc:zasflnkqo4ruvklmieb2cha2,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:10.185943+00:00,en,,"Wëllkomm! Bienvenue! Ceci est le compte Bluesky officiel de la Représentation permanente du Grand-Duché de #Luxembourg auprès de l’OCDE et de l’UNESCO

Photo credit: ©LMIH/Sabino Parente",55,105,34,False,2025-03-11T13:39:31.145Z,https://cdn.bsky.app/img/avatar/plain/did:plc:zasflnkqo4ruvklmieb2cha2/bafkreidyms4s6pk2wqnjmsu3cwpr3hsji5vz7rwx25c54aef7v5rl3kmte@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:zasflnkqo4ruvklmieb2cha2/bafkreibfdcjj6wwv6ygmpshj23eajmzmw4cz2kbyn2s34xcy2xnro32aum@jpeg,2025-09-18T17:19:10.185791+00:00,191,0.17801047120418848,0.5238095238095238,25.57,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:10.185931+00:00,2025-09-17T08:51:30.807Z,0.0,2.0,2.0,
at://did:plc:gohd5veqtav575mlvcvqbieu/app.bsky.feed.post/3lyzhqnxwle2n,bafyreigc2ixfkhcpscnfmonm5rtvlyyiggbjwagknqqreqyuxqyqiv6oaa,"I listened to a seminar today and the person raised the gender gap of people using generative AI (men are 20-25% more likely to use it). This plus, you know, what we know about who has been published in the last All of Human History means these machines are ""learning"" more from men. NEAT.",2025-09-17T08:57:30.977Z,styla73.bsky.social,did:plc:gohd5veqtav575mlvcvqbieu,gender inequality,"""gender gap""",search_api,session_20250918_125053,2025-09-18T17:18:50.803723+00:00,en,Kylie,"You're gonna say that I'm on a high horse, I think that my horse is regular sized

💚Romantic anti-capitalist💚Don't use my posts for your article. (She/they)🌈",869,668,4749,False,2023-07-06T05:54:24.681Z,https://cdn.bsky.app/img/avatar/plain/did:plc:gohd5veqtav575mlvcvqbieu/bafkreif4vp5q247k7x3k2mkdjwsgb6wjtp5syfurpnedujdwoe4tbfpmzi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:gohd5veqtav575mlvcvqbieu/bafkreigflttpfnzwttledbsju36xsh4ktu4nqixfd3ccidlvu4w4tgbnga@jpeg,2025-09-18T17:18:50.803592+00:00,805,5.899378881987578,1.3008982035928143,30.31,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:18:50.803718+00:00,2025-09-17T08:57:30.904Z,1.0,4.0,23.0,
at://did:plc:gohd5veqtav575mlvcvqbieu/app.bsky.feed.post/3lyzi5nmuhq2k,bafyreiexkh5ycknoqw4nna6ghdpbmmgqv5npwokz7rtsycdv7iw5nugbbq,"""The gender gap was even more pronounced when the authors looked at AI usage on smartphones. Between May 2023 and November 2024, only 27.2% of total ChatGPT application downloads are estimated to have come from women."" 


archive.ph/r6rD2#select...",2025-09-17T09:04:46.351Z,styla73.bsky.social,did:plc:gohd5veqtav575mlvcvqbieu,gender inequality,"""gender gap""",search_api,session_20250918_125053,2025-09-18T17:18:50.803663+00:00,en,Kylie,"You're gonna say that I'm on a high horse, I think that my horse is regular sized

💚Romantic anti-capitalist💚Don't use my posts for your article. (She/they)🌈",869,668,4749,False,2023-07-06T05:54:24.681Z,https://cdn.bsky.app/img/avatar/plain/did:plc:gohd5veqtav575mlvcvqbieu/bafkreif4vp5q247k7x3k2mkdjwsgb6wjtp5syfurpnedujdwoe4tbfpmzi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:gohd5veqtav575mlvcvqbieu/bafkreigflttpfnzwttledbsju36xsh4ktu4nqixfd3ccidlvu4w4tgbnga@jpeg,2025-09-18T17:18:50.803592+00:00,805,5.899378881987578,1.3008982035928143,30.31,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:18:50.803656+00:00,2025-09-17T09:04:46.802Z,0.0,0.0,1.0,
at://did:plc:jnehbkznzqgkq7syfepggvso/app.bsky.feed.post/3lyzr4gv6yf2m,bafyreidgzfgg4yv2zla47wiaxjabequkqmenvrmb6dpi2lfpzmz7gd4utq,"In the 2025 Gender Gap report, Iceland again held the top spot at number one – a spot it’s held for 14 years. By contrast, Japan ranked 118th out of 146 countries – a result not much different from its poor showings in 2024, 2023, and 2022.",2025-09-17T11:45:07.551Z,unseenjapan.com,did:plc:jnehbkznzqgkq7syfepggvso,gender inequality,"""gender gap""",search_api,session_20250918_125053,2025-09-18T17:18:50.610305+00:00,en,Unseen Japan,"The Japan you don't learn about in anime. News and social issues from Japan. Visiting Japan soon? Check out our tours service!

https://unseenjapan.start.page/",24066,279,4416,False,2023-07-01T19:53:32.396Z,https://cdn.bsky.app/img/avatar/plain/did:plc:jnehbkznzqgkq7syfepggvso/bafkreicd3qr45u7b5fmmkxbtrtwsjhjspk7aoz6a25vbjndrniwy63hp4m@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:jnehbkznzqgkq7syfepggvso/bafkreiahoq3myvpzp5fucshjfjjtgi4ii3wutuhgq3igagf6ibgfuohp5y@jpeg,2025-09-18T17:18:50.610227+00:00,809,5.458590852904821,86.25806451612904,71.06,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:18:50.610298+00:00,2025-09-17T11:45:11.105Z,1.0,13.0,63.0,
at://did:plc:gpw5qpgzgum4y746ncmt3yoa/app.bsky.feed.post/3lyzrhfalnk2z,bafyreihzshfirnusyy7bgttckvlp6f3e3dqe73xvvhdbmbuuztaaiqeg3a,US women narrowed the pay gap with men by having fewer kids www.newsfromthestates.com/article/us-w...,2025-09-17T11:51:17.094Z,reggieoc.bsky.social,did:plc:gpw5qpgzgum4y746ncmt3yoa,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:10.021341+00:00,en,,,171,77,5087,False,2025-01-28T01:28:03.646Z,https://cdn.bsky.app/img/avatar/plain/did:plc:gpw5qpgzgum4y746ncmt3yoa/bafkreibbihjnagtazkvirjz53z4x4ee2nf3e7tzzmu5okvqrt66o57sova@jpeg,,2025-09-18T17:19:10.021226+00:00,233,21.832618025751074,2.220779220779221,22.52,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:10.021332+00:00,2025-09-17T11:51:19.506Z,0.0,0.0,0.0,
at://did:plc:2hvpjth2ly4uqbyybqubht56/app.bsky.feed.post/3lyzrk7v6yc2e,bafyreif7oztvmgmi7xuct2idm556r37ynlxjwikuvwef7os5d3pgktlf2m,"ESRS are essential as they shape how companies disclose their impact on workers, communities, and consumers. 

But, its last revision includes weakened safeguards:

❌ Gender pay gap data is not mandatory.
❌ Watered-down supply-chain due diligence 
❌ Consumer engagement pushed into optional guidance",2025-09-17T11:52:52.141Z,betterfinance.bsky.social,did:plc:2hvpjth2ly4uqbyybqubht56,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:09.190287+00:00,en,BETTER FINANCE,"📣 The Voice of European Savers & Investors 📣 

Retail Investing | Pensions & Long-Term Savings | Sustainable Finance | Capital Markets | & more...
https://betterfinance.eu/",161,197,154,False,2025-01-06T13:19:10.643Z,https://cdn.bsky.app/img/avatar/plain/did:plc:2hvpjth2ly4uqbyybqubht56/bafkreidr6ofs5h7ekibycbkrbf6mmqc7lby7oev7uatqaicg2dewmdniwu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:2hvpjth2ly4uqbyybqubht56/bafkreifhxr2wdghxwpj22zax5lcq6ptjuosiqoahqoccs2jzhqer2bbjx4@jpeg,2025-09-18T17:19:09.190050+00:00,255,0.6039215686274509,0.817258883248731,27.32,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:09.190265+00:00,2025-09-17T11:52:53.208Z,1.0,0.0,0.0,
at://did:plc:bkliqpi3vgaglqbhy4tfvrhg/app.bsky.feed.post/3lyzrojg2522m,bafyreier2uxqqevkv55udmzsmnxrc2xn7zqx5iu3esc7bd6e4qlc5j4lby,"In my novel, MAEVE MULVANEY HAS HAD ENOUGH, 14-yo Maeve uses comics to combat gender discrimination at her school. 

Visit my website to see more: authorkellymangan.com

And to find out what happens to Maeve & her activist squad, buy my book!
holidayhouse.com/book/maeve-m...

#MG #KidLit #KidLitArt",2025-09-17T11:55:16.329Z,kellyamangan.bsky.social,did:plc:bkliqpi3vgaglqbhy4tfvrhg,gender inequality,"""gender discrimination""",search_api,session_20250918_125053,2025-09-18T17:19:17.962624+00:00,en,Kelly Mangan (She/Her) 🏳️‍🌈💖💜💙,"MAEVE  MULVANEY HAS HAD ENOUGH (Holiday House). 
LIKE THAT ELEANOR (Cardinal Rule Press). 

#KIDLIT author/illustrator. Comics geek. Trekkie. Squirrel Girl enthusiast. “Endearingly sarcastic.” 
Rep: @tajmccoy.bsky.social

Www.Authorkellymangan.com
#NoAIArt",3874,6507,3509,False,2023-07-01T18:22:27.502Z,https://cdn.bsky.app/img/avatar/plain/did:plc:bkliqpi3vgaglqbhy4tfvrhg/bafkreibefngmyk3bpvls6n54knkjqiixrpobw4obuujicgf5u6trkq6z2y@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:bkliqpi3vgaglqbhy4tfvrhg/bafkreidxspse3kkjtzovvmwqj4etymcngdmhljt2k6q7kzozlytetfbkfm@jpeg,2025-09-18T17:19:17.962470+00:00,809,4.337453646477132,0.5953588443214999,41.4,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:17.962612+00:00,2025-09-17T11:55:32.104Z,1.0,7.0,26.0,
at://did:plc:vpcwmw5xkc5o4um273w2lcyn/app.bsky.feed.post/3lyztiz5kf22o,bafyreigqtldodsh4cr6xxw5xtwup7ewu4dveuoen7j3qnopo4fx4h7xiyi,Gender pay gap is becoming smaller in part because women are having fewer children theconversation.com/us-women-nar...,2025-09-17T12:27:59.004Z,danielaldrich.bsky.social,did:plc:vpcwmw5xkc5o4um273w2lcyn,gender inequality,"""pay gap""",search_api,session_20250918_125053,2025-09-18T17:19:09.047109+00:00,en,Daniel Aldrich,"Social scientist interested in social capital, social infrastructure, energy and environmental politics. Books at https://www.amazon.com/stores/Daniel-P.-Aldrich/author/B001JSDHPW ",3085,157,4211,False,2023-05-08T23:43:26.435Z,https://cdn.bsky.app/img/avatar/plain/did:plc:vpcwmw5xkc5o4um273w2lcyn/bafkreicqncut4f2jgsqsxzvjzor5z5ue3xipqgg7vpbhs7zibrnm52teuu@jpeg,,2025-09-18T17:19:09.046961+00:00,863,4.879490150637312,19.64968152866242,38.56,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T17:19:09.047093+00:00,2025-09-17T12:28:05.614Z,0.0,0.0,0.0,
