uri,cid,text,created_at,author_handle,author_did,keyword,search_query,collection_method,session_name,collected_at,lang,author_display_name,author_description,author_followers_count,author_following_count,author_posts_count,author_verified,author_created_at,author_avatar,author_banner,author_profile_fetched_at,author_account_age_days,author_posts_per_day,author_follower_following_ratio,author_influence_score,word_count,char_count,hashtag_count,mention_count,url_count,hashtags,mentions,urls,has_images,has_external_link,has_media,emotion_score,is_reply,content_analyzed_at,indexed_at,reply_count,repost_count,like_count
at://did:plc:enuxqobvpbtc4kicjewml7gl/app.bsky.feed.post/3lz3ckuzup624,bafyreicae52p65i55wz3f2xnxdrmkxbxuo47wsdhafgpag3ndrgdq7l6ii,"The Oregon Attorney General is warning about an increase of card skimmers across the state, which is hitting people who use EBT cards the hardest. https://www.kptv.com/2025/09/18/increasing-card-skimmers-hit-oregonians-with-snap-benefits-hardest/",2025-09-18T02:30:07.613Z,fox12oregon.bsky.social,did:plc:enuxqobvpbtc4kicjewml7gl,food insecurity,"""EBT""",search_api,demo_search_test,2025-09-18T14:29:23.181062+00:00,en,FOX 12 Oregon,"Official Bluesky account for FOX 12 Oregon. First, live, local news in Northwest Oregon and Southwest Washington. Watch: http://kptv.com/live/ ",910,35,9096,False,2024-11-18T19:23:26.149Z,https://cdn.bsky.app/img/avatar/plain/did:plc:enuxqobvpbtc4kicjewml7gl/bafkreibefgazip7mhdg2hzk5zmc6hc2uknfv7jzgmq2wtcsh45xop7q5sy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:enuxqobvpbtc4kicjewml7gl/bafkreihie5ysfp7pqtdp3llwqlt5g7kwxv7pefqolc3gwff2kbvdsevonu@jpeg,2025-09-18T14:29:23.180974+00:00,303,30.019801980198018,26.0,30.1,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T14:29:23.181052+00:00,2025-09-18T02:30:08.704Z,0.0,0.0,1.0
at://did:plc:clfuwcu4kxekhdamp5bq66y3/app.bsky.feed.post/3lz3csggmd227,bafyreidv7rrpcwf5fqyqlitzvfz7mvm3dtqvzfcgkowmwevolkwx3yjkl4,"Ok, the fact that this story is from a Mom in Monmouth, it makes me think it was compromised in town, before I went back to my moms. I was here on the 4th and 5th, and my EBT came in the 4th.",2025-09-18T02:34:20.786Z,logiebarr.bsky.social,did:plc:clfuwcu4kxekhdamp5bq66y3,food insecurity,"""EBT""",search_api,demo_search_test,2025-09-18T14:29:23.020154+00:00,en,Logan,"35↟ Adventure seeker, Craft beer drinker. ↟ Oregon. ↟ Trans. 🏳️‍⚧️ ↟ Rip City ↟ Swiftie ↟
🏈 💙💚, 💙❤️. 🏀❤️🖤. ⚾️💙💚🩶.",757,611,3355,False,2023-09-18T20:10:28.279Z,https://cdn.bsky.app/img/avatar/plain/did:plc:clfuwcu4kxekhdamp5bq66y3/bafkreidyblalxsgpk4uiergm6nw2gevrs7usqalvw7ungon34cqaixu2ze@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:clfuwcu4kxekhdamp5bq66y3/bafkreibkjtgexxqerzs7zn77fkwl36v6imjiriotlkno6y7ugfiub4xuhq@jpeg,2025-09-18T14:29:23.020063+00:00,730,4.595890410958904,1.2389525368248773,29.92,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T14:29:23.020146+00:00,2025-09-18T02:34:21.009Z,1.0,0.0,1.0
at://did:plc:v3hpihu3ezs6j32ilmstylvx/app.bsky.feed.post/3lz3osvduvc2c,bafyreieb4junh6f52kkm5443pucrw6uk24kuh4gg3mkql255tbegsyitse,"If you are a adult , sign up for the Swift trucking school. 

If you are a minor , sign up for the job Corps trade school. 

Otherwise,  I am clueless about any employment programs that offer a free bed to sleep in for a few months . Apply for EBT food assistance along the way .",2025-09-18T06:09:21.327Z,snobwho.bsky.social,did:plc:v3hpihu3ezs6j32ilmstylvx,food insecurity,"""EBT""",search_api,demo_search_test,2025-09-18T14:29:22.867102+00:00,en,Michael Dimitri Richard ⚛,"Single Renton WA Atheist 
CIS hetero male 1985. 

https://youtube.com/@mikewee777

Alt account is over here . https://bsky.app/profile/denzelwashingtonx.bsky.social

Here is my rant blog.
https://free-3912622.webador.com/",345,318,2455,False,2024-12-22T12:15:07.543Z,https://cdn.bsky.app/img/avatar/plain/did:plc:v3hpihu3ezs6j32ilmstylvx/bafkreihqztpbn5ek4xs7wfwiphg47cz7uzfa33j6rz2cpzdp2dpsk2474m@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:v3hpihu3ezs6j32ilmstylvx/bafkreievch3sjghmc7awterrhrnih4g2i3bwlemynzae4fgq5wrxbuab6y@jpeg,2025-09-18T14:29:22.866936+00:00,270,9.092592592592593,1.0849056603773586,26.09,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T14:29:22.867088+00:00,2025-09-18T06:09:22.503Z,0.0,0.0,0.0
at://did:plc:7rzysch3np2qkhstnogmkd24/app.bsky.feed.post/3lz3qjk2ari22,bafyreif575yh32smgmqgmsqgok5lsni3764ulvdn7rltc5ltbmim2w4vti,"The Bethlehem Central School District is taking bold steps to support students and families, from tackling food insecurity with a weekend backpack program to fostering inclusivity through community events. 

Learn more here!

#NY #FoodInsecurity #CitizenPortal #SpecialEducation #CommunityEngagement",2025-09-18T06:39:54.797Z,citizenptnewsny.bsky.social,did:plc:7rzysch3np2qkhstnogmkd24,food insecurity,#foodinsecurity,search_api,demo_search_test,2025-09-18T14:29:06.982878+00:00,en,Citizen Portal News New York,,52,1,5340,False,2024-12-10T02:00:49.351Z,https://cdn.bsky.app/img/avatar/plain/did:plc:7rzysch3np2qkhstnogmkd24/bafkreihrbw7aumxhqrfhtq5rw23stlwlelvioo5k63bfe3f3vinrhs4eyq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:7rzysch3np2qkhstnogmkd24/bafkreihhjpkib7aozvah32pbjzo32m2z3yrsdxsouujfs7hwual6xnjscy@jpeg,2025-09-18T14:29:02.265857+00:00,282,18.93617021276596,52.0,17.29,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T14:29:06.982873+00:00,2025-09-18T06:39:55.704Z,0.0,0.0,0.0
at://did:plc:mmrkfisb3rfp2kaxkn7husdm/app.bsky.feed.post/3lz3zx7qyrh2f,bafyreifoybzpp7ynkcvgw4rdab5yxy7ospq6nb2jphjkuaw6wznn5c3vii,"Houston seniors face growing hunger crisis

#cw39",2025-09-18T09:28:37.502Z,houston.thesocial.news,did:plc:mmrkfisb3rfp2kaxkn7husdm,food insecurity,"""hunger crisis""",search_api,demo_search_test,2025-09-18T14:29:08.772117+00:00,en,Houston News,https://houston.thesocial.news,12,1,1560,False,2025-09-05T20:43:17.600Z,https://cdn.bsky.app/img/avatar/plain/did:plc:mmrkfisb3rfp2kaxkn7husdm/bafkreiasmuskmppawilk5wwoiirtroxddtsa5bxrhepgi32okdh5f36gwm@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:mmrkfisb3rfp2kaxkn7husdm/bafkreiftsdw2rdmj7npsswyjtrc3zzbc4hassbjv4ydui6y5houyvcgh4q@jpeg,2025-09-18T14:29:08.772014+00:00,12,130.0,12.0,11.18,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T14:29:08.772109+00:00,2025-09-18T09:28:38.474Z,0.0,0.0,0.0
at://did:plc:rmvq3hqw4trwrbiosep5wl3z/app.bsky.feed.post/3lz443kohis2f,bafyreidumw55lkl6xcu4vvatpztctmrv6b7solrkrr6jadmnfg2zmsdjhy,"Boy, I sure do love being ND and craving a specific food that I 1)ate until I ran out of it  and 2) can only get it online, and it's not covered by my EBT. But I can't stop thinking about it. So of course, because I am hyper fixated, all other food is currently Illegal.",2025-09-18T10:06:50.775Z,not-the-painter.bsky.social,did:plc:rmvq3hqw4trwrbiosep5wl3z,food insecurity,"""EBT""",search_api,demo_search_test,2025-09-18T14:29:22.636295+00:00,en,"Vincent Gabriel 💙‍☸️‍💚 $2,217 /$4k Please see pinned post!","Trans male. He/him. 33, queer, neurodivergent, chronically ill, tired. Very, very tired. 

""But I have promises to keep, and miles to go before I sleep.""",403,381,1939,False,2024-11-04T21:16:40.677Z,https://cdn.bsky.app/img/avatar/plain/did:plc:rmvq3hqw4trwrbiosep5wl3z/bafkreigcm5eaukulmpcq7vppjygxwuhqv7f6aor6pcfpm5ntjruxggcyxm@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:rmvq3hqw4trwrbiosep5wl3z/bafkreia7xdunaeihqpxf56lu3e4tximtfmzue5qvzti7evpgtcrdwh3quy@jpeg,2025-09-18T14:29:22.636196+00:00,317,6.116719242902208,1.057742782152231,27.1,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-09-18T14:29:22.636286+00:00,2025-09-18T10:06:50.807Z,0.0,0.0,1.0
at://did:plc:h4zr6hg6gmsbislajamz4hxz/app.bsky.feed.post/3lz46rpfdlf2z,bafyreie62bz2mi5adujxxhq245tegq5turorxus3p4fiuyxrva3l6anbvu,"Hello pjr1303.bsky.social 🌹
Your support saves us from hunger & thirst 🙏💔 Every donation brings hope to my family. Link in bio.",2025-09-18T10:55:01.094Z,baraa1230.bsky.social,did:plc:h4zr6hg6gmsbislajamz4hxz,food insecurity,,,session_20250918_065442,2025-09-18T10:55:13.851656+00:00,en,SHAMS AND GHINAA,"Hello, I am baraa from Gaza, a mather of two girls. I am trying to escape with them from the bombs. Hunger is following us everywhere. A small donation makes a big impact in my life and the life of my family.
https://gofund.me/87bf29455",0,1,13,False,2025-09-18T10:30:13.198Z,https://cdn.bsky.app/img/avatar/plain/did:plc:h4zr6hg6gmsbislajamz4hxz/bafkreihl5w7givd6penfzwt6oexhex42opujpcrexbjoasmaoymehpscha@jpeg,,2025-09-18T10:55:13.851403+00:00,0,0.0,0.0,0.0,22,127,0,0,0,[],[],[],False,False,False,1,True,2025-09-18T10:55:13.851635+00:00,,,,
at://did:plc:adfngz6frbiu5qq7vg6bnxsv/app.bsky.feed.post/3lz46smgppk2b,bafyreicqe2kournxtteq4ebrk6iz4lhwqfpbikqbdu3fpybae7yprzy3iq,"i like thinking about Pnicto going into a sort of heat/hunger where it loses the composure to keep its silly long tongue tucked away, the thing is always hanging out at least to its tits, & it has to lug around a five gallon jug from a water cooler to drink to support the river of drool it's making",2025-09-18T10:55:31.854Z,tartaroteambystoma.bsky.social,did:plc:adfngz6frbiu5qq7vg6bnxsv,food insecurity,,,session_20250918_065442,2025-09-18T10:56:00.808307+00:00,en,pnictos,"snow, 25! 18+, nsfw here, you can ask for my sfw. my discord handle is s_.___.__ (verbatim). not an artist! banner by reshirii & avatar by cassiebnuy",193,902,314,False,2024-10-17T20:35:41.906Z,https://cdn.bsky.app/img/avatar/plain/did:plc:adfngz6frbiu5qq7vg6bnxsv/bafkreihaati77hxyzqwh5d2wn3q757r5v4h6474ohq6wcjzlumjdtl636i@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:adfngz6frbiu5qq7vg6bnxsv/bafkreiab4jkoomhnqnflimu44jipn54nsomjfpnjz37czm7cu3v5t4vl5i@jpeg,2025-09-18T10:56:00.808210+00:00,335,0.9373134328358209,0.2139689578713969,25.95,59,299,0,0,0,[],[],[],False,False,False,1,False,2025-09-18T10:56:00.808287+00:00,,,,
at://did:plc:adfngz6frbiu5qq7vg6bnxsv/app.bsky.feed.post/3lz46smhj422b,bafyreiaks63ybyyoyq6f5vvekpk4mzump53upkfyblfcqycig4g2c3woqq,"i like thinking about Pnicto going into a sort of heat/hunger where it loses the composure to keep its silly long tongue tucked away, the thing is always hanging out at least to its tits, & it has to lug around a five gallon jug from a water cooler to drink to support the river of drool it's making",2025-09-18T10:55:31.854Z,tartaroteambystoma.bsky.social,did:plc:adfngz6frbiu5qq7vg6bnxsv,food insecurity,,,session_20250918_065442,2025-09-18T10:56:00.808704+00:00,en,pnictos,"snow, 25! 18+, nsfw here, you can ask for my sfw. my discord handle is s_.___.__ (verbatim). not an artist! banner by reshirii & avatar by cassiebnuy",193,902,314,False,2024-10-17T20:35:41.906Z,https://cdn.bsky.app/img/avatar/plain/did:plc:adfngz6frbiu5qq7vg6bnxsv/bafkreihaati77hxyzqwh5d2wn3q757r5v4h6474ohq6wcjzlumjdtl636i@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:adfngz6frbiu5qq7vg6bnxsv/bafkreiab4jkoomhnqnflimu44jipn54nsomjfpnjz37czm7cu3v5t4vl5i@jpeg,2025-09-18T10:56:00.808210+00:00,335,0.9373134328358209,0.2139689578713969,25.95,59,299,0,0,0,[],[],[],False,False,False,1,False,2025-09-18T10:56:00.808695+00:00,,,,
at://did:plc:aw2ir34wqziy5cs7j62nhwju/app.bsky.feed.post/3lz46teqnbc2y,bafyreicbakdygvjpsp5rfrydb7ofeu2apwy3h3iglqvuq5jjtdpphw7t3m,"If you ever get a chance to visit churches in Europe, you'll realise the money has always gone to stupid, fancy things when there are people starving and homeless standing right there.
AI is the medieval, gold-plated cathedral of our era.",2025-09-18T10:55:57.343Z,xaviertorch.bsky.social,did:plc:aw2ir34wqziy5cs7j62nhwju,food insecurity,,,session_20250918_065442,2025-09-18T10:56:32.370452+00:00,en,Xavier Torch,"I write absolutely delicious erotic fiction, often fantasy, sometimes sci-fi. They often turn out to be slow-burn romance.
Patreon: https://www.patreon.com/xaviertorch
Literotica: https://www.literotica.com/authors/xtorch/works/stories
Also... Lego.",434,225,1313,False,2024-11-16T18:11:55.998Z,https://cdn.bsky.app/img/avatar/plain/did:plc:aw2ir34wqziy5cs7j62nhwju/bafkreiciylzpcnvvezwd3pn3bp4u5jocabj6u3gmopptuizcmuo2tmpfny@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:aw2ir34wqziy5cs7j62nhwju/bafkreiccmpie7oywkmwaqwgaopuq3yrqihr2zzkotlicsjcbhkebm67k3q@jpeg,2025-09-18T10:56:32.370240+00:00,305,4.304918032786885,1.9288888888888889,28.04,41,238,0,0,0,[],[],[],False,False,False,0,True,2025-09-18T10:56:32.370406+00:00,,,,
