Theme,Keyword,State,Value
Need help,homeless help,Ohio,2.8
Need help,homeless help,Oklahoma,3.0
Need help,homeless help,Oregon,2.0
Need help,homeless help,Pennsylvania,3.0
Need help,homeless help,Rhode Island,1.8888888888888888
Need help,homeless help,South Carolina,3.0
Need help,homeless help,South Dakota,1.4444444444444444
Need help,homeless help,Tennessee,5.666666666666667
Need help,homeless help,Texas,2.5
Need help,homeless help,Utah,2.0
Need help,homeless help,Vermont,1.2727272727272727
Need help,homeless help,Virginia,2.8333333333333335
Need help,homeless help,Washington,1.8888888888888888
Need help,homeless help,West Virginia,3.4
Need help,homeless help,Wisconsin,4.25
Need help,homeless help,Wyoming,17.0
Need help,Homeless shelter,Alabama,9.25
Need help,Homeless shelter,Alaska,9.571428571428571
Need help,Homeless shelter,Arizona,5.375
Need help,Homeless shelter,Arkansas,12.25
Need help,Homeless shelter,California,6.0
Need help,Homeless shelter,Colorado,7.125
Need help,Homeless shelter,Connecticut,9.4
Need help,Homeless shelter,Delaware,5.875
Need help,Homeless shelter,District of Columbia,8.285714285714286
Need help,Homeless shelter,Florida,15.666666666666666
Need help,Homeless shelter,Georgia,10.75
Need help,Homeless shelter,Hawaii,2.9411764705882355
Need help,Homeless shelter,Idaho,6.625
Need help,Homeless shelter,Illinois,7.857142857142857
Need help,Homeless shelter,Indiana,8.166666666666666
Need help,Homeless shelter,Iowa,10.6
Need help,Homeless shelter,Kansas,13.25
Need help,Homeless shelter,Kentucky,10.2
Need help,Homeless shelter,Louisiana,9.25
Need help,Homeless shelter,Maine,19.25
Need help,Homeless shelter,Maryland,8.166666666666666
Need help,Homeless shelter,Massachusetts,8.142857142857142
Need help,Homeless shelter,Michigan,8.833333333333334
Need help,Homeless shelter,Minnesota,10.166666666666666
Need help,Homeless shelter,Mississippi,7.6
Need help,Homeless shelter,Missouri,9.2
Need help,Homeless shelter,Montana,47.0
Need help,Homeless shelter,Nebraska,8.428571428571429
Need help,Homeless shelter,Nevada,9.6
Need help,Homeless shelter,New Hampshire,10.5
Need help,Homeless shelter,New Jersey,8.166666666666666
Need help,Homeless shelter,New Mexico,7.571428571428571
Need help,Homeless shelter,New York,11.2
Need help,Homeless shelter,North Carolina,7.333333333333333
Need help,Homeless shelter,North Dakota,8.571428571428571
Need help,Homeless shelter,Ohio,10.8
Need help,Homeless shelter,Oklahoma,7.833333333333333
Need help,Homeless shelter,Oregon,5.444444444444445
Need help,Homeless shelter,Pennsylvania,8.166666666666666
Need help,Homeless shelter,Rhode Island,5.888888888888889
Need help,Homeless shelter,South Carolina,9.0
Need help,Homeless shelter,South Dakota,7.0
Need help,Homeless shelter,Tennessee,13.333333333333334
Need help,Homeless shelter,Texas,7.666666666666667
Need help,Homeless shelter,Utah,8.857142857142858
Need help,Homeless shelter,Vermont,5.545454545454546
Need help,Homeless shelter,Virginia,8.666666666666666
Need help,Homeless shelter,Washington,5.222222222222222
Need help,Homeless shelter,West Virginia,10.6
Need help,Homeless shelter,Wisconsin,15.5
Need help,Homeless shelter,Wyoming,63.0
Need help,what is homelessness,Alabama,1.0
Need help,what is homelessness,Alaska,1.0
Need help,what is homelessness,Arizona,1.0
Need help,what is homelessness,Arkansas,1.0
Need help,what is homelessness,California,1.0
Need help,what is homelessness,Colorado,1.0
Need help,what is homelessness,Connecticut,1.0
Need help,what is homelessness,Delaware,1.0
Need help,what is homelessness,District of Columbia,1.0
Need help,what is homelessness,Florida,1.0
Need help,what is homelessness,Georgia,1.0
Need help,what is homelessness,Hawaii,1.0
Need help,what is homelessness,Idaho,1.0
Need help,what is homelessness,Illinois,1.0
Need help,what is homelessness,Indiana,1.0
Need help,what is homelessness,Iowa,1.0
Need help,what is homelessness,Kansas,1.0
Need help,what is homelessness,Kentucky,1.0
Need help,what is homelessness,Louisiana,1.0
Need help,what is homelessness,Maine,1.0
Need help,what is homelessness,Maryland,1.0
Need help,what is homelessness,Massachusetts,1.0
Need help,what is homelessness,Michigan,1.0
Need help,what is homelessness,Minnesota,1.0
Need help,what is homelessness,Mississippi,1.0
Need help,what is homelessness,Missouri,1.0
Need help,what is homelessness,Montana,0.0
Need help,what is homelessness,Nebraska,1.0
Need help,what is homelessness,Nevada,1.0
Need help,what is homelessness,New Hampshire,1.0
Need help,what is homelessness,New Jersey,1.0
Need help,what is homelessness,New Mexico,1.0
Need help,what is homelessness,New York,1.0
Need help,what is homelessness,North Carolina,1.0
Need help,what is homelessness,North Dakota,1.0
Need help,what is homelessness,Ohio,1.0
Need help,what is homelessness,Oklahoma,1.0
Need help,what is homelessness,Oregon,1.0
Need help,what is homelessness,Pennsylvania,1.0
Need help,what is homelessness,Rhode Island,1.0
Need help,what is homelessness,South Carolina,1.0
Need help,what is homelessness,South Dakota,1.0
Need help,what is homelessness,Tennessee,1.0
Need help,what is homelessness,Texas,1.0
Need help,what is homelessness,Utah,1.0
Need help,what is homelessness,Vermont,1.0
Need help,what is homelessness,Virginia,1.0
Need help,what is homelessness,Washington,1.0
Need help,what is homelessness,West Virginia,1.0
Need help,what is homelessness,Wisconsin,1.0
Need help,what is homelessness,Wyoming,0.0
