Theme,State,Keyword,Date,Value
Help,AL,Volunteer food bank,2025-07-27,0.0
Help,AL,Volunteer food bank,2025-08-03,0.0
Help,AL,Volunteer food bank,2025-08-10,0.0
Help,AL,Volunteer food bank,2025-08-17,0.0
Help,AL,Volunteer food bank,2025-08-24,0.0
Help,AL,Volunteer food bank,2025-08-31,0.0
Help,AL,Volunteer food bank,2025-09-07,0.0
Help,AL,Volunteer food bank,2025-09-14,0.74
Help,AL,Volunteer food bank,2025-09-21,0.0
Help,AL,how to help homeless,2024-09-22,0.0
Help,AL,how to help homeless,2024-09-29,0.0
Help,AL,how to help homeless,2024-10-06,0.0
Help,AL,how to help homeless,2024-10-13,0.0
Help,AL,how to help homeless,2024-10-20,0.0
Help,AL,how to help homeless,2024-10-27,0.0
Help,AL,how to help homeless,2024-11-03,0.0
Help,AL,how to help homeless,2024-11-10,0.0
Help,AL,how to help homeless,2024-11-17,0.0
Help,AL,how to help homeless,2024-11-24,0.0
Help,AL,how to help homeless,2024-12-01,0.0
Help,AL,how to help homeless,2024-12-08,0.0
Help,AL,how to help homeless,2024-12-15,0.0
Help,AL,how to help homeless,2024-12-22,0.0
Help,AL,how to help homeless,2024-12-29,0.0
Help,AL,how to help homeless,2025-01-05,0.0
Help,AL,how to help homeless,2025-01-12,0.0
Help,AL,how to help homeless,2025-01-19,0.0
Help,AL,how to help homeless,2025-01-26,0.0
Help,AL,how to help homeless,2025-02-02,0.0
Help,AL,how to help homeless,2025-02-09,0.0
Help,AL,how to help homeless,2025-02-16,0.0
Help,AL,how to help homeless,2025-02-23,0.0
Help,AL,how to help homeless,2025-03-02,0.0
Help,AL,how to help homeless,2025-03-09,0.0
Help,AL,how to help homeless,2025-03-16,0.0
Help,AL,how to help homeless,2025-03-23,0.0
Help,AL,how to help homeless,2025-03-30,0.0
Help,AL,how to help homeless,2025-04-06,0.0
Help,AL,how to help homeless,2025-04-13,0.0
Help,AL,how to help homeless,2025-04-20,0.0
Help,AL,how to help homeless,2025-04-27,0.0
Help,AL,how to help homeless,2025-05-04,0.0
Help,AL,how to help homeless,2025-05-11,0.0
Help,AL,how to help homeless,2025-05-18,0.0
Help,AL,how to help homeless,2025-05-25,0.0
Help,AL,how to help homeless,2025-06-01,0.0
Help,AL,how to help homeless,2025-06-08,0.0
Help,AL,how to help homeless,2025-06-15,0.0
Help,AL,how to help homeless,2025-06-22,0.0
Help,AL,how to help homeless,2025-06-29,0.0
Help,AL,how to help homeless,2025-07-06,0.0
Help,AL,how to help homeless,2025-07-13,0.0
Help,AL,how to help homeless,2025-07-20,0.0
Help,AL,how to help homeless,2025-07-27,0.0
Help,AL,how to help homeless,2025-08-03,0.0
Help,AL,how to help homeless,2025-08-10,0.0
Help,AL,how to help homeless,2025-08-17,0.0
Help,AL,how to help homeless,2025-08-24,0.0
Help,AL,how to help homeless,2025-08-31,0.0
Help,AL,how to help homeless,2025-09-07,0.0
Help,AL,how to help homeless,2025-09-14,0.0
Help,AL,how to help homeless,2025-09-21,67.0
Help,AL,end homelessness,2024-09-22,0.0
Help,AL,end homelessness,2024-09-29,0.0
Help,AL,end homelessness,2024-10-06,0.0
Help,AL,end homelessness,2024-10-13,0.0
Help,AL,end homelessness,2024-10-20,0.0
Help,AL,end homelessness,2024-10-27,0.0
Help,AL,end homelessness,2024-11-03,0.0
Help,AL,end homelessness,2024-11-10,0.0
Help,AL,end homelessness,2024-11-17,0.0
Help,AL,end homelessness,2024-11-24,0.0
Help,AL,end homelessness,2024-12-01,0.0
Help,AL,end homelessness,2024-12-08,0.0
Help,AL,end homelessness,2024-12-15,0.0
Help,AL,end homelessness,2024-12-22,0.0
Help,AL,end homelessness,2024-12-29,0.0
Help,AL,end homelessness,2025-01-05,0.0
Help,AL,end homelessness,2025-01-12,0.0
Help,AL,end homelessness,2025-01-19,0.0
Help,AL,end homelessness,2025-01-26,0.0
Help,AL,end homelessness,2025-02-02,0.0
Help,AL,end homelessness,2025-02-09,0.0
Help,AL,end homelessness,2025-02-16,0.0
Help,AL,end homelessness,2025-02-23,0.0
Help,AL,end homelessness,2025-03-02,0.0
Help,AL,end homelessness,2025-03-09,0.0
Help,AL,end homelessness,2025-03-16,0.0
Help,AL,end homelessness,2025-03-23,0.0
Help,AL,end homelessness,2025-03-30,0.0
Help,AL,end homelessness,2025-04-06,0.0
Help,AL,end homelessness,2025-04-13,0.0
Help,AL,end homelessness,2025-04-20,0.0
Help,AL,end homelessness,2025-04-27,0.0
Help,AL,end homelessness,2025-05-04,0.0
Help,AL,end homelessness,2025-05-11,0.0
Help,AL,end homelessness,2025-05-18,0.0
Help,AL,end homelessness,2025-05-25,0.0
Help,AL,end homelessness,2025-06-01,0.0
Help,AL,end homelessness,2025-06-08,0.0
Help,AL,end homelessness,2025-06-15,0.0
Help,AL,end homelessness,2025-06-22,0.0
Help,AL,end homelessness,2025-06-29,0.0
Help,AL,end homelessness,2025-07-06,0.0
Help,AL,end homelessness,2025-07-13,0.0
Help,AL,end homelessness,2025-07-20,0.0
Help,AL,end homelessness,2025-07-27,0.0
Help,AL,end homelessness,2025-08-03,0.0
Help,AL,end homelessness,2025-08-10,0.0
Help,AL,end homelessness,2025-08-17,0.0
Help,AL,end homelessness,2025-08-24,0.0
Help,AL,end homelessness,2025-08-31,0.0
Help,AL,end homelessness,2025-09-07,0.0
Help,AL,end homelessness,2025-09-14,0.0
Help,AL,end homelessness,2025-09-21,0.0
Help,AL,what is homelessness,2024-09-22,0.0
Help,AL,what is homelessness,2024-09-29,0.0
Help,AL,what is homelessness,2024-10-06,0.0
Help,AL,what is homelessness,2024-10-13,0.0
Help,AL,what is homelessness,2024-10-20,0.0
Help,AL,what is homelessness,2024-10-27,0.0
Help,AL,what is homelessness,2024-11-03,0.0
Help,AL,what is homelessness,2024-11-10,0.0
Help,AL,what is homelessness,2024-11-17,0.0
Help,AL,what is homelessness,2024-11-24,0.0
Help,AL,what is homelessness,2024-12-01,0.0
Help,AL,what is homelessness,2024-12-08,0.0
Help,AL,what is homelessness,2024-12-15,0.0
Help,AL,what is homelessness,2024-12-22,0.0
Help,AL,what is homelessness,2024-12-29,0.0
Help,AL,what is homelessness,2025-01-05,0.0
Help,AL,what is homelessness,2025-01-12,0.0
Help,AL,what is homelessness,2025-01-19,0.0
Help,AL,what is homelessness,2025-01-26,0.0
Help,AL,what is homelessness,2025-02-02,0.0
Help,AL,what is homelessness,2025-02-09,0.0
Help,AL,what is homelessness,2025-02-16,0.0
Help,AL,what is homelessness,2025-02-23,0.0
Help,AL,what is homelessness,2025-03-02,0.0
Help,AL,what is homelessness,2025-03-09,0.0
Help,AL,what is homelessness,2025-03-16,0.0
Help,AL,what is homelessness,2025-03-23,0.0
Help,AL,what is homelessness,2025-03-30,0.0
Help,AL,what is homelessness,2025-04-06,0.0
Help,AL,what is homelessness,2025-04-13,0.0
Help,AL,what is homelessness,2025-04-20,0.0
Help,AL,what is homelessness,2025-04-27,0.0
Help,AL,what is homelessness,2025-05-04,0.0
Help,AL,what is homelessness,2025-05-11,0.0
Help,AL,what is homelessness,2025-05-18,0.0
Help,AL,what is homelessness,2025-05-25,0.0
Help,AL,what is homelessness,2025-06-01,0.0
Help,AL,what is homelessness,2025-06-08,0.0
Help,AL,what is homelessness,2025-06-15,0.0
Help,AL,what is homelessness,2025-06-22,0.0
Help,AL,what is homelessness,2025-06-29,0.0
Help,AL,what is homelessness,2025-07-06,0.0
Help,AL,what is homelessness,2025-07-13,0.0
Help,AL,what is homelessness,2025-07-20,0.0
Help,AL,what is homelessness,2025-07-27,0.0
Help,AL,what is homelessness,2025-08-03,0.0
Help,AL,what is homelessness,2025-08-10,0.0
Help,AL,what is homelessness,2025-08-17,0.0
Help,AL,what is homelessness,2025-08-24,0.0
Help,AL,what is homelessness,2025-08-31,0.0
Help,AL,what is homelessness,2025-09-07,0.0
Help,AL,what is homelessness,2025-09-14,1.0
Help,AL,what is homelessness,2025-09-21,0.0
Help,AK,Volunteer food bank,2024-09-22,0.0
Help,AK,Volunteer food bank,2024-09-29,0.0
Help,AK,Volunteer food bank,2024-10-06,0.0
Help,AK,Volunteer food bank,2024-10-13,0.0
Help,AK,Volunteer food bank,2024-10-20,0.0
Help,AK,Volunteer food bank,2024-10-27,0.0
Help,AK,Volunteer food bank,2024-11-03,0.0
Help,AK,Volunteer food bank,2024-11-10,0.0
Help,AK,Volunteer food bank,2024-11-17,0.0
Help,AK,Volunteer food bank,2024-11-24,0.0
Help,AK,Volunteer food bank,2024-12-01,0.0
Help,AK,Volunteer food bank,2024-12-08,0.0
Help,AK,Volunteer food bank,2024-12-15,0.0
Help,AK,Volunteer food bank,2024-12-22,0.0
Help,AK,Volunteer food bank,2024-12-29,0.0
Help,AK,Volunteer food bank,2025-01-05,0.0
Help,AK,Volunteer food bank,2025-01-12,0.0
Help,AK,Volunteer food bank,2025-01-19,0.0
Help,AK,Volunteer food bank,2025-01-26,0.0
Help,AK,Volunteer food bank,2025-02-02,0.0
Help,AK,Volunteer food bank,2025-02-09,0.0
Help,AK,Volunteer food bank,2025-02-16,0.0
Help,AK,Volunteer food bank,2025-02-23,0.0
Help,AK,Volunteer food bank,2025-03-02,0.0
Help,AK,Volunteer food bank,2025-03-09,0.0
Help,AK,Volunteer food bank,2025-03-16,0.0
Help,AK,Volunteer food bank,2025-03-23,0.0
Help,AK,Volunteer food bank,2025-03-30,0.0
Help,AK,Volunteer food bank,2025-04-06,0.0
Help,AK,Volunteer food bank,2025-04-13,0.0
Help,AK,Volunteer food bank,2025-04-20,0.0
Help,AK,Volunteer food bank,2025-04-27,0.0
Help,AK,Volunteer food bank,2025-05-04,0.0
Help,AK,Volunteer food bank,2025-05-11,0.0
Help,AK,Volunteer food bank,2025-05-18,0.0
Help,AK,Volunteer food bank,2025-05-25,0.0
Help,AK,Volunteer food bank,2025-06-01,0.0
Help,AK,Volunteer food bank,2025-06-08,0.0
Help,AK,Volunteer food bank,2025-06-15,100.0
Help,AK,Volunteer food bank,2025-06-22,0.0
Help,AK,Volunteer food bank,2025-06-29,0.0
Help,AK,Volunteer food bank,2025-07-06,0.0
Help,AK,Volunteer food bank,2025-07-13,0.0
Help,AK,Volunteer food bank,2025-07-20,0.0
Help,AK,Volunteer food bank,2025-07-27,0.0
Help,AK,Volunteer food bank,2025-08-03,0.0
Help,AK,Volunteer food bank,2025-08-10,0.0
Help,AK,Volunteer food bank,2025-08-17,0.0
Help,AK,Volunteer food bank,2025-08-24,0.0
Help,AK,Volunteer food bank,2025-08-31,0.0
Help,AK,Volunteer food bank,2025-09-07,0.0
Help,AK,Volunteer food bank,2025-09-14,0.0
Help,AK,Volunteer food bank,2025-09-21,0.0
Help,AK,how to help homeless,2024-09-22,0.0
Help,AK,how to help homeless,2024-09-29,0.0
Help,AK,how to help homeless,2024-10-06,0.0
Help,AK,how to help homeless,2024-10-13,0.0
Help,AK,how to help homeless,2024-10-20,0.0
Help,AK,how to help homeless,2024-10-27,0.0
Help,AK,how to help homeless,2024-11-03,0.0
Help,AK,how to help homeless,2024-11-10,0.0
Help,AK,how to help homeless,2024-11-17,0.0
Help,AK,how to help homeless,2024-11-24,0.0
Help,AK,how to help homeless,2024-12-01,0.0
Help,AK,how to help homeless,2024-12-08,0.0
Help,AK,how to help homeless,2024-12-15,0.0
Help,AK,how to help homeless,2024-12-22,0.0
Help,AK,how to help homeless,2024-12-29,0.0
Help,AK,how to help homeless,2025-01-05,0.0
Help,AK,how to help homeless,2025-01-12,0.0
Help,AK,how to help homeless,2025-01-19,0.0
Help,AK,how to help homeless,2025-01-26,0.0
Help,AK,how to help homeless,2025-02-02,0.0
Help,AK,how to help homeless,2025-02-09,0.0
Help,AK,how to help homeless,2025-02-16,0.0
Help,AK,how to help homeless,2025-02-23,0.0
Help,AK,how to help homeless,2025-03-02,0.0
Help,AK,how to help homeless,2025-03-09,0.0
Help,AK,how to help homeless,2025-03-16,0.0
Help,AK,how to help homeless,2025-03-23,0.0
Help,AK,how to help homeless,2025-03-30,0.0
Help,AK,how to help homeless,2025-04-06,0.0
Help,AK,how to help homeless,2025-04-13,0.0
Help,AK,how to help homeless,2025-04-20,0.0
Help,AK,how to help homeless,2025-04-27,0.0
Help,AK,how to help homeless,2025-05-04,0.0
Help,AK,how to help homeless,2025-05-11,0.0
Help,AK,how to help homeless,2025-05-18,0.0
Help,AK,how to help homeless,2025-05-25,0.0
Help,AK,how to help homeless,2025-06-01,0.0
Help,AK,how to help homeless,2025-06-08,0.0
Help,AK,how to help homeless,2025-06-15,0.0
Help,AK,how to help homeless,2025-06-22,0.0
Help,AK,how to help homeless,2025-06-29,0.0
Help,AK,how to help homeless,2025-07-06,0.0
Help,AK,how to help homeless,2025-07-13,0.0
Help,AK,how to help homeless,2025-07-20,0.0
Help,AK,how to help homeless,2025-07-27,0.0
Help,AK,how to help homeless,2025-08-03,0.0
Help,AK,how to help homeless,2025-08-10,0.0
Help,AK,how to help homeless,2025-08-17,0.0
Help,AK,how to help homeless,2025-08-24,0.0
Help,AK,how to help homeless,2025-08-31,0.0
Help,AK,how to help homeless,2025-09-07,0.0
Help,AK,how to help homeless,2025-09-14,0.0
Help,AK,how to help homeless,2025-09-21,0.0
Help,AK,end homelessness,2024-09-22,0.0
Help,AK,end homelessness,2024-09-29,0.0
Help,AK,end homelessness,2024-10-06,0.0
Help,AK,end homelessness,2024-10-13,0.0
Help,AK,end homelessness,2024-10-20,0.0
Help,AK,end homelessness,2024-10-27,0.0
Help,AK,end homelessness,2024-11-03,0.0
Help,AK,end homelessness,2024-11-10,0.0
Help,AK,end homelessness,2024-11-17,0.0
Help,AK,end homelessness,2024-11-24,0.0
Help,AK,end homelessness,2024-12-01,0.0
Help,AK,end homelessness,2024-12-08,0.0
Help,AK,end homelessness,2024-12-15,0.0
Help,AK,end homelessness,2024-12-22,0.0
Help,AK,end homelessness,2024-12-29,0.0
Help,AK,end homelessness,2025-01-05,0.0
Help,AK,end homelessness,2025-01-12,0.0
Help,AK,end homelessness,2025-01-19,0.0
Help,AK,end homelessness,2025-01-26,0.0
Help,AK,end homelessness,2025-02-02,0.0
Help,AK,end homelessness,2025-02-09,0.0
Help,AK,end homelessness,2025-02-16,0.0
Help,AK,end homelessness,2025-02-23,0.0
Help,AK,end homelessness,2025-03-02,0.0
Help,AK,end homelessness,2025-03-09,0.0
Help,AK,end homelessness,2025-03-16,0.0
Help,AK,end homelessness,2025-03-23,0.0
Help,AK,end homelessness,2025-03-30,0.0
Help,AK,end homelessness,2025-04-06,0.0
Help,AK,end homelessness,2025-04-13,0.0
Help,AK,end homelessness,2025-04-20,0.0
Help,AK,end homelessness,2025-04-27,0.0
Help,AK,end homelessness,2025-05-04,0.0
Help,AK,end homelessness,2025-05-11,0.0
Help,AK,end homelessness,2025-05-18,0.0
Help,AK,end homelessness,2025-05-25,0.0
Help,AK,end homelessness,2025-06-01,0.0
Help,AK,end homelessness,2025-06-08,0.0
Help,AK,end homelessness,2025-06-15,0.0
Help,AK,end homelessness,2025-06-22,0.0
Help,AK,end homelessness,2025-06-29,0.0
Help,AK,end homelessness,2025-07-06,0.0
Help,AK,end homelessness,2025-07-13,0.0
Help,AK,end homelessness,2025-07-20,0.0
Help,AK,end homelessness,2025-07-27,0.0
Help,AK,end homelessness,2025-08-03,0.0
Help,AK,end homelessness,2025-08-10,0.0
Help,AK,end homelessness,2025-08-17,0.0
Help,AK,end homelessness,2025-08-24,0.0
Help,AK,end homelessness,2025-08-31,0.0
Help,AK,end homelessness,2025-09-07,0.0
Help,AK,end homelessness,2025-09-14,7.0
Help,AK,end homelessness,2025-09-21,0.0
Help,AK,what is homelessness,2024-09-22,0.0
Help,AK,what is homelessness,2024-09-29,0.0
Help,AK,what is homelessness,2024-10-06,0.0
Help,AK,what is homelessness,2024-10-13,0.0
Help,AK,what is homelessness,2024-10-20,0.0
Help,AK,what is homelessness,2024-10-27,0.0
Help,AK,what is homelessness,2024-11-03,0.0
Help,AK,what is homelessness,2024-11-10,0.0
Help,AK,what is homelessness,2024-11-17,0.0
Help,AK,what is homelessness,2024-11-24,0.0
Help,AK,what is homelessness,2024-12-01,0.0
Help,AK,what is homelessness,2024-12-08,0.0
Help,AK,what is homelessness,2024-12-15,0.0
Help,AK,what is homelessness,2024-12-22,0.0
Help,AK,what is homelessness,2024-12-29,0.0
Help,AK,what is homelessness,2025-01-05,0.0
Help,AK,what is homelessness,2025-01-12,0.0
Help,AK,what is homelessness,2025-01-19,0.0
Help,AK,what is homelessness,2025-01-26,0.0
Help,AK,what is homelessness,2025-02-02,0.0
Help,AK,what is homelessness,2025-02-09,0.0
Help,AK,what is homelessness,2025-02-16,0.0
Help,AK,what is homelessness,2025-02-23,0.0
Help,AK,what is homelessness,2025-03-02,0.0
Help,AK,what is homelessness,2025-03-09,0.0
Help,AK,what is homelessness,2025-03-16,0.0
Help,AK,what is homelessness,2025-03-23,0.0
Help,AK,what is homelessness,2025-03-30,0.0
Help,AK,what is homelessness,2025-04-06,0.0
Help,AK,what is homelessness,2025-04-13,0.0
Help,AK,what is homelessness,2025-04-20,0.0
Help,AK,what is homelessness,2025-04-27,0.0
Help,AK,what is homelessness,2025-05-04,0.0
Help,AK,what is homelessness,2025-05-11,0.0
Help,AK,what is homelessness,2025-05-18,0.0
Help,AK,what is homelessness,2025-05-25,0.0
Help,AK,what is homelessness,2025-06-01,0.0
Help,AK,what is homelessness,2025-06-08,0.0
Help,AK,what is homelessness,2025-06-15,0.0
Help,AK,what is homelessness,2025-06-22,0.0
Help,AK,what is homelessness,2025-06-29,0.0
Help,AK,what is homelessness,2025-07-06,0.0
Help,AK,what is homelessness,2025-07-13,0.0
Help,AK,what is homelessness,2025-07-20,0.0
Help,AK,what is homelessness,2025-07-27,0.0
Help,AK,what is homelessness,2025-08-03,0.0
Help,AK,what is homelessness,2025-08-10,0.0
Help,AK,what is homelessness,2025-08-17,0.0
Help,AK,what is homelessness,2025-08-24,0.0
Help,AK,what is homelessness,2025-08-31,0.0
Help,AK,what is homelessness,2025-09-07,0.0
Help,AK,what is homelessness,2025-09-14,0.0
Help,AK,what is homelessness,2025-09-21,0.0
Help,AZ,Volunteer food bank,2024-09-22,0.0
Help,AZ,Volunteer food bank,2024-09-29,0.0
Help,AZ,Volunteer food bank,2024-10-06,0.0
Help,AZ,Volunteer food bank,2024-10-13,0.0
Help,AZ,Volunteer food bank,2024-10-20,0.0
Help,AZ,Volunteer food bank,2024-10-27,0.0
Help,AZ,Volunteer food bank,2024-11-03,0.0
Help,AZ,Volunteer food bank,2024-11-10,0.0
Help,AZ,Volunteer food bank,2024-11-17,84.0
Help,AZ,Volunteer food bank,2024-11-24,0.0
Help,AZ,Volunteer food bank,2024-12-01,0.0
Help,AZ,Volunteer food bank,2024-12-08,0.0
Help,AZ,Volunteer food bank,2024-12-15,0.0
Help,AZ,Volunteer food bank,2024-12-22,0.0
Help,AZ,Volunteer food bank,2024-12-29,0.0
Help,AZ,Volunteer food bank,2025-01-05,0.0
Help,AZ,Volunteer food bank,2025-01-12,0.0
Help,AZ,Volunteer food bank,2025-01-19,0.0
Help,AZ,Volunteer food bank,2025-01-26,0.0
Help,AZ,Volunteer food bank,2025-02-02,0.0
Help,AZ,Volunteer food bank,2025-02-09,68.0
Help,AZ,Volunteer food bank,2025-02-16,0.0
Help,AZ,Volunteer food bank,2025-02-23,0.0
Help,AZ,Volunteer food bank,2025-03-02,0.0
Help,AZ,Volunteer food bank,2025-03-09,0.0
Help,AZ,Volunteer food bank,2025-03-16,0.0
Help,AZ,Volunteer food bank,2025-03-23,0.0
Help,AZ,Volunteer food bank,2025-03-30,0.0
Help,AZ,Volunteer food bank,2025-04-06,0.0
Help,AZ,Volunteer food bank,2025-04-13,0.0
Help,AZ,Volunteer food bank,2025-04-20,0.0
Help,AZ,Volunteer food bank,2025-04-27,0.0
Help,AZ,Volunteer food bank,2025-05-04,0.0
Help,AZ,Volunteer food bank,2025-05-11,70.0
Help,AZ,Volunteer food bank,2025-05-18,0.0
Help,AZ,Volunteer food bank,2025-05-25,0.0
Help,AZ,Volunteer food bank,2025-06-01,0.0
Help,AZ,Volunteer food bank,2025-06-08,0.0
Help,AZ,Volunteer food bank,2025-06-15,0.0
Help,AZ,Volunteer food bank,2025-06-22,0.0
Help,AZ,Volunteer food bank,2025-06-29,0.0
Help,AZ,Volunteer food bank,2025-07-06,0.0
Help,AZ,Volunteer food bank,2025-07-13,0.0
Help,AZ,Volunteer food bank,2025-07-20,0.0
Help,AZ,Volunteer food bank,2025-07-27,0.0
Help,AZ,Volunteer food bank,2025-08-03,0.0
Help,AZ,Volunteer food bank,2025-08-10,0.0
Help,AZ,Volunteer food bank,2025-08-17,0.0
Help,AZ,Volunteer food bank,2025-08-24,0.0
Help,AZ,Volunteer food bank,2025-08-31,0.0
Help,AZ,Volunteer food bank,2025-09-07,1.3333333333333333
Help,AZ,Volunteer food bank,2025-09-14,1.6
Help,AZ,Volunteer food bank,2025-09-21,2.0526315789473686
Help,AZ,how to help homeless,2024-09-22,0.0
Help,AZ,how to help homeless,2024-09-29,0.0
Help,AZ,how to help homeless,2024-10-06,0.0
Help,AZ,how to help homeless,2024-10-13,0.0
Help,AZ,how to help homeless,2024-10-20,0.0
Help,AZ,how to help homeless,2024-10-27,0.0
Help,AZ,how to help homeless,2024-11-03,0.0
Help,AZ,how to help homeless,2024-11-10,0.0
Help,AZ,how to help homeless,2024-11-17,0.0
Help,AZ,how to help homeless,2024-11-24,0.0
Help,AZ,how to help homeless,2024-12-01,0.0
Help,AZ,how to help homeless,2024-12-08,0.0
Help,AZ,how to help homeless,2024-12-15,0.0
Help,AZ,how to help homeless,2024-12-22,0.0
Help,AZ,how to help homeless,2024-12-29,0.0
Help,AZ,how to help homeless,2025-01-05,0.0
Help,AZ,how to help homeless,2025-01-12,0.0
Help,AZ,how to help homeless,2025-01-19,0.0
Help,AZ,how to help homeless,2025-01-26,0.0
Help,AZ,how to help homeless,2025-02-02,0.0
Help,AZ,how to help homeless,2025-02-09,0.0
Help,AZ,how to help homeless,2025-02-16,0.0
Help,AZ,how to help homeless,2025-02-23,0.0
Help,AZ,how to help homeless,2025-03-02,0.0
Help,AZ,how to help homeless,2025-03-09,0.0
Help,AZ,how to help homeless,2025-03-16,0.0
Help,AZ,how to help homeless,2025-03-23,0.0
Help,AZ,how to help homeless,2025-03-30,0.0
Help,AZ,how to help homeless,2025-04-06,0.0
Help,AZ,how to help homeless,2025-04-13,0.0
Help,AZ,how to help homeless,2025-04-20,0.0
Help,AZ,how to help homeless,2025-04-27,0.0
Help,AZ,how to help homeless,2025-05-04,0.0
Help,AZ,how to help homeless,2025-05-11,0.0
Help,AZ,how to help homeless,2025-05-18,0.0
Help,AZ,how to help homeless,2025-05-25,0.0
Help,AZ,how to help homeless,2025-06-01,0.0
Help,AZ,how to help homeless,2025-06-08,0.0
Help,AZ,how to help homeless,2025-06-15,0.0
Help,AZ,how to help homeless,2025-06-22,0.0
Help,AZ,how to help homeless,2025-06-29,0.0
Help,AZ,how to help homeless,2025-07-06,0.0
Help,AZ,how to help homeless,2025-07-13,0.0
Help,AZ,how to help homeless,2025-07-20,0.0
Help,AZ,how to help homeless,2025-07-27,0.0
Help,AZ,how to help homeless,2025-08-03,0.0
Help,AZ,how to help homeless,2025-08-10,0.0
Help,AZ,how to help homeless,2025-08-17,0.0
Help,AZ,how to help homeless,2025-08-24,0.0
Help,AZ,how to help homeless,2025-08-31,0.0
Help,AZ,how to help homeless,2025-09-07,0.0
Help,AZ,how to help homeless,2025-09-14,0.48
Help,AZ,how to help homeless,2025-09-21,0.5263157894736842
Help,AZ,end homelessness,2024-09-22,0.0
Help,AZ,end homelessness,2024-09-29,0.0
Help,AZ,end homelessness,2024-10-06,0.0
Help,AZ,end homelessness,2024-10-13,0.0
Help,AZ,end homelessness,2024-10-20,0.0
Help,AZ,end homelessness,2024-10-27,0.0
Help,AZ,end homelessness,2024-11-03,0.0
Help,AZ,end homelessness,2024-11-10,0.0
Help,AZ,end homelessness,2024-11-17,0.0
Help,AZ,end homelessness,2024-11-24,0.0
Help,AZ,end homelessness,2024-12-01,0.0
Help,AZ,end homelessness,2024-12-08,0.0
Help,AZ,end homelessness,2024-12-15,0.0
Help,AZ,end homelessness,2024-12-22,0.0
Help,AZ,end homelessness,2024-12-29,0.0
Help,AZ,end homelessness,2025-01-05,0.0
Help,AZ,end homelessness,2025-01-12,0.0
Help,AZ,end homelessness,2025-01-19,0.0
Help,AZ,end homelessness,2025-01-26,0.0
Help,AZ,end homelessness,2025-02-02,0.0
Help,AZ,end homelessness,2025-02-09,0.0
Help,AZ,end homelessness,2025-02-16,0.0
Help,AZ,end homelessness,2025-02-23,0.0
Help,AZ,end homelessness,2025-03-02,0.0
Help,AZ,end homelessness,2025-03-09,0.0
Help,AZ,end homelessness,2025-03-16,0.0
Help,AZ,end homelessness,2025-03-23,0.0
Help,AZ,end homelessness,2025-03-30,0.0
Help,AZ,end homelessness,2025-04-06,0.0
Help,AZ,end homelessness,2025-04-13,0.0
Help,AZ,end homelessness,2025-04-20,0.0
Help,AZ,end homelessness,2025-04-27,0.0
Help,AZ,end homelessness,2025-05-04,0.0
Help,AZ,end homelessness,2025-05-11,0.0
Help,AZ,end homelessness,2025-05-18,0.0
Help,AZ,end homelessness,2025-05-25,0.0
Help,AZ,end homelessness,2025-06-01,0.0
Help,AZ,end homelessness,2025-06-08,0.0
